ID,Price,Levy,Engine volume,Mileage(km),Cylinders,Airbags,Fuel type_CNG,Fuel type_Diesel,Fuel type_Hybrid,Fuel type_Hydrogen,Fuel type_LPG,Fuel type_Petrol,Fuel type_Plug-in Hybrid
45168471.0,20698.0,586.0,1.8,187000.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
45751951.0,17562.0,1249.0,2.5,39709.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45814106.0,7840.0,0.0,2.0,230000.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
45813492.0,4704.0,0.0,1.8,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45782859.0,20385.0,0.0,2.2,210000.0,4.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
45759112.0,549.0,2455.0,4.7,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45804684.0,30.0,0.0,1.5,169000.0,4.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
45801525.0,14454.0,583.0,1.6,158787.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45768550.0,12074.0,1537.0,3.3,420550.0,6.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
44944581.0,15681.0,1288.0,2.0,180000.0,6.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
45790136.0,6899.0,0.0,4.4,200000.0,8.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
45770026.0,125.0,1750.0,3.3,287274.0,6.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
45542380.0,24462.0,0.0,3.0,250000.0,6.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
45642526.0,7527.0,1486.0,1.3,158000.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
45801668.0,19121.0,531.0,1.6,103490.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45661296.0,314.0,1399.0,3.5,382746.0,6.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
45815051.0,24462.0,751.0,2.4,203200.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45667253.0,20165.0,650.0,1.4,11200.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45108412.0,21326.0,382.0,2.4,141000.0,4.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
45810322.0,549.0,1436.0,3.6,160259.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45726453.0,15681.0,503.0,1.5,128000.0,4.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
45811563.0,12544.0,0.0,1.5,141500.0,4.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
45699930.0,17249.0,0.0,2.3,147000.0,4.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
45802148.0,14583.0,0.0,1.5,132542.0,4.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
45641216.0,1411.0,629.0,1.6,87112.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
44679525.0,23521.0,781.0,1.4,22000.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45418626.0,16935.0,530.0,1.6,83000.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45323316.0,10349.0,0.0,2.4,170000.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45638910.0,7213.0,530.0,1.6,312118.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45778144.0,5331.0,0.0,1.6,130000.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45648175.0,314.0,779.0,2.5,225510.0,4.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
45786421.0,5488.0,0.0,1.5,210000.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45802120.0,30063.0,934.0,2.5,148105.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
45809414.0,15800.0,769.0,2.2,255456.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
45816646.0,14740.0,645.0,1.8,288000.0,4.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
45814804.0,3763.0,1053.0,3.5,94362.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45787521.0,18189.0,0.0,1.8,175000.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45759890.0,862.0,2455.0,4.7,263190.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45758167.0,220.0,1185.0,2.5,193614.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
45648538.0,5645.0,1324.0,3.3,264877.0,6.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
45757322.0,7527.0,830.0,1.5,27656.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45800993.0,21953.0,1187.0,1.4,16000.0,8.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
45771208.0,21953.0,781.0,2.5,195053.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45801684.0,19121.0,531.0,1.6,121362.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
43892866.0,8781.0,1111.0,1.3,83000.0,4.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
45810403.0,6247.0,760.0,1.8,40772.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45769914.0,549.0,781.0,2.5,148213.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45330228.0,32929.0,0.0,2.0,160000.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45776745.0,18817.0,0.0,2.8,333333.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
45749534.0,4234.0,0.0,1.4,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45789555.0,15053.0,0.0,3.2,214000.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45809760.0,2901.0,473.0,1.4,80827.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45810325.0,706.0,1138.0,3.8,64464.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45756975.0,15681.0,1811.0,4.6,275240.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45776758.0,26657.0,0.0,2.2,300000.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
45550733.0,10663.0,988.0,1.5,318400.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45742789.0,12858.0,0.0,1.2,107000.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45797948.0,17158.0,687.0,1.6,122740.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45782067.0,12231.0,0.0,2.4,144000.0,4.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
45753393.0,1254.0,0.0,1.3,100000.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45624923.0,94.0,0.0,1.5,178000.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45770405.0,23521.0,779.0,2.5,90000.0,4.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
45787329.0,3450.0,0.0,1.2,50000.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45763505.0,706.0,777.0,2.5,0.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45767451.0,1019.0,1537.0,3.3,318358.0,6.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
45757670.0,19444.0,781.0,2.5,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45646428.0,706.0,394.0,2.5,115312.0,4.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
45801896.0,9408.0,0.0,2.2,111111.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
45797732.0,13328.0,1347.0,2.5,74444.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
45767013.0,549.0,2866.0,3.5,299709.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45732074.0,20071.0,0.0,2.4,135000.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45731782.0,22894.0,862.0,2.5,124444.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
45662111.0,2901.0,503.0,1.5,146403.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
45766794.0,15681.0,0.0,2.4,142000.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45768549.0,706.0,1646.0,4.6,102907.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
44698379.0,18660.0,0.0,2.4,130000.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45760030.0,314.0,259.0,1.4,131893.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
45810339.0,5488.0,751.0,2.4,138958.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45759786.0,4300.0,0.0,2.5,1111111.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
45642844.0,18817.0,609.0,2.5,35058.0,4.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
44921934.0,21169.0,697.0,1.8,33330.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45462592.0,9095.0,0.0,1.2,141000.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45777114.0,3136.0,0.0,2.0,180000.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45451626.0,17876.0,585.0,1.8,117920.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
44452971.0,36065.0,1399.0,3.5,227200.0,6.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45648000.0,862.0,394.0,2.5,130478.0,4.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
45796845.0,21395.0,781.0,2.5,166144.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
45762282.0,627.0,475.0,1.4,188419.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
44875253.0,11917.0,0.0,1.7,180000.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45801397.0,21012.0,308.0,1.8,160000.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
45765622.0,21012.0,1823.0,3.5,27358.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45781785.0,13172.0,1361.0,2.9,84176.0,4.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
45811318.0,4547.0,0.0,1.6,15000.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45751101.0,5488.0,1273.0,3.5,124154.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45801611.0,20005.0,531.0,1.6,104997.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45792460.0,36110.0,924.0,1.8,27728.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45798511.0,7840.0,0.0,2.4,777777.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45782173.0,1300.0,0.0,0.5,4000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45675386.0,29479.0,584.0,1.8,69000.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45795520.0,17249.0,0.0,2.5,152000.0,4.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
45778720.0,9408.0,0.0,1.5,181926.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45801304.0,8467.0,2078.0,2.5,252800.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45395938.0,21950.0,831.0,2.4,125000.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
45810208.0,706.0,475.0,1.4,164574.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45766275.0,3136.0,473.0,1.4,156992.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45805913.0,9408.0,0.0,3.5,11000.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45769518.0,314.0,1053.0,3.5,149486.0,6.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
45776494.0,7840.0,0.0,1.9,170000.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
45772050.0,627.0,836.0,2.7,394069.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45771040.0,314.0,1053.0,3.5,149486.0,6.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
45788160.0,13172.0,0.0,2.4,260000.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45776729.0,19757.0,0.0,2.8,222222.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
45815974.0,706.0,751.0,2.4,175827.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45773662.0,5802.0,1055.0,3.5,107800.0,6.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
45767823.0,25716.0,777.0,2.5,115200.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45816333.0,11917.0,893.0,1.6,201000.0,4.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
45805683.0,4391.0,0.0,2.4,358400.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45810372.0,3058.0,1872.0,3.6,28968.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45791663.0,3700.0,0.0,1.8,240000.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45816588.0,15681.0,0.0,1.6,98000.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45813342.0,6586.0,645.0,1.8,122302.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
45798451.0,12544.0,0.0,1.5,140000.0,4.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
45801000.0,21639.0,0.0,1.6,17200.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45721264.0,30.0,0.0,1.5,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45453314.0,12231.0,1266.0,1.5,66000.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
45761984.0,3136.0,0.0,1.5,300000.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45783494.0,10663.0,0.0,1.8,230000.0,4.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
45809193.0,5620.0,447.0,1.3,110467.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
41704944.0,19130.0,2148.0,5.5,157000.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45095136.0,9408.0,1111.0,1.3,64000.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
45612423.0,3.0,0.0,1.8,80000.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45781861.0,15367.0,640.0,2.0,179200.0,4.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
45768489.0,5959.0,1730.0,5.3,246976.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45731459.0,26594.0,777.0,2.5,179918.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
45536422.0,36065.0,779.0,2.5,92200.0,4.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
45742092.0,26343.0,730.0,1.6,29000.0,4.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
45769229.0,549.0,862.0,2.5,216550.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45506452.0,14000.0,585.0,1.8,50000.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45809707.0,17923.0,473.0,1.4,127842.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45761379.0,10349.0,0.0,1.6,180000.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45799440.0,8154.0,0.0,1.3,115000.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45758164.0,282.0,289.0,0.4,220474.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
45813166.0,3450.0,1249.0,2.5,60762.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45656681.0,2901.0,503.0,1.5,146403.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
45812738.0,4704.0,585.0,1.8,227371.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45754449.0,5331.0,0.0,2.8,175000.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45809446.0,16900.0,502.0,1.5,70000.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45315594.0,18189.0,0.0,2.5,122000.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45789380.0,5331.0,0.0,2.5,127000.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45813976.0,15524.0,586.0,1.8,122324.0,4.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
45797238.0,28909.0,831.0,1.6,98000.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
32116317.0,50.0,0.0,1.5,130000.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
43247033.0,9000.0,1325.0,1.4,126000.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45769197.0,30734.0,1053.0,3.5,200179.0,6.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
45787509.0,22580.0,779.0,2.5,156666.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45760052.0,862.0,259.0,1.4,133195.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
45809244.0,7464.0,247.0,1.3,114950.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
45771034.0,1333.0,1091.0,2.5,154850.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45787608.0,7683.0,0.0,1.8,200000.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
45771597.0,22266.0,0.0,1.6,85500.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45641194.0,392.0,629.0,1.6,85944.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45730558.0,39161.0,831.0,1.6,73000.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
45815469.0,16308.0,0.0,2.2,180000.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
45539130.0,17719.0,0.0,2.4,92000.0,4.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
45816131.0,470.0,1058.0,3.5,197923.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
44810053.0,20385.0,738.0,1.4,42000.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45764759.0,941.0,1935.0,4.6,254805.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45622835.0,8781.0,0.0,3.2,230000.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
45813983.0,220.0,1055.0,3.5,159250.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45797839.0,15524.0,1347.0,2.5,56769.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
45793323.0,27911.0,0.0,1.8,70000.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45766543.0,4861.0,779.0,2.5,136861.0,4.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
45782548.0,29793.0,0.0,3.5,263000.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45797924.0,18208.0,531.0,1.6,95665.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45749575.0,30.0,0.0,1.5,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
44006324.0,34497.0,779.0,2.5,65350.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45764287.0,6272.0,1522.0,1.8,130000.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45763993.0,4704.0,0.0,2.0,11111.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
45786030.0,700.0,0.0,1.1,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45812786.0,2352.0,0.0,1.5,300000.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45800731.0,18817.0,738.0,1.4,29094.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45810175.0,13172.0,1399.0,3.5,186005.0,6.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
45504338.0,39201.0,456.0,2.5,35000.0,4.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
45797233.0,36426.0,880.0,1.6,35643.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
45787913.0,8467.0,0.0,1.8,250000.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45798480.0,7840.0,0.0,3.2,255000.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45752253.0,12701.0,900.0,2.4,117158.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45769910.0,8154.0,781.0,2.5,281659.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45793536.0,12231.0,0.0,1.8,77000.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45776871.0,5802.0,988.0,1.5,140000.0,4.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
45815909.0,2901.0,1277.0,2.4,45494.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45767606.0,1882.0,442.0,1.8,47672.0,4.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
45706976.0,11290.0,0.0,1.3,145000.0,4.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
43353662.0,6586.0,0.0,1.8,270000.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
45792706.0,14426.0,0.0,2.4,188800.0,4.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
45543235.0,36065.0,1051.0,2.4,39000.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45749598.0,27284.0,0.0,2.5,52000.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45617361.0,21639.0,1091.0,2.5,34000.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45797343.0,7840.0,790.0,1.6,140000.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45757416.0,282.0,289.0,0.4,220474.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
45809396.0,25365.0,502.0,1.5,34682.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45763292.0,1725.0,777.0,2.5,310061.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45754843.0,314.0,1399.0,3.5,162453.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45806345.0,17249.0,586.0,1.8,22400.0,4.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
45774174.0,470.0,1399.0,3.5,229904.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45756945.0,31361.0,639.0,2.0,62000.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45797127.0,4704.0,1047.0,1.6,54279.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
45809778.0,12720.0,645.0,1.8,135759.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45730143.0,25591.0,528.0,1.6,140000.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45813961.0,251.0,1493.0,3.5,107030.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45620554.0,13172.0,1793.0,5.5,325811.0,8.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
45808996.0,8097.0,790.0,1.6,130000.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45624104.0,12231.0,574.0,1.3,150000.0,4.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
