Unnamed: 0,work_year,salary,salary_in_usd,remote_ratio
100.0,2021.0,75000.0,75000.0,0.0
101.0,2021.0,150000.0,150000.0,100.0
106.0,2021.0,235000.0,187442.0,100.0
107.0,2021.0,115000.0,115000.0,100.0
108.0,2021.0,150000.0,150000.0,100.0
109.0,2021.0,2250000.0,30428.0,100.0
110.0,2021.0,80000.0,94564.0,50.0
111.0,2021.0,82500.0,113476.0,100.0
112.0,2021.0,75000.0,103160.0,100.0
113.0,2021.0,12000.0,12000.0,100.0
114.0,2021.0,38400.0,45391.0,100.0
117.0,2021.0,34000.0,40189.0,100.0
118.0,2021.0,90000.0,90000.0,100.0
119.0,2021.0,200000.0,200000.0,100.0
120.0,2021.0,60000.0,60000.0,50.0
121.0,2021.0,200000.0,200000.0,100.0
122.0,2021.0,50000.0,50000.0,100.0
124.0,2021.0,8760.0,10354.0,50.0
125.0,2021.0,151000.0,151000.0,100.0
129.0,2021.0,3000000.0,40570.0,50.0
132.0,2021.0,38400.0,38400.0,100.0
133.0,2021.0,24000.0,24000.0,100.0
134.0,2021.0,100000.0,100000.0,0.0
135.0,2021.0,90000.0,90000.0,100.0
136.0,2021.0,7000000.0,63711.0,50.0
139.0,2021.0,80000.0,80000.0,100.0
140.0,2021.0,135000.0,135000.0,100.0
142.0,2021.0,150000.0,150000.0,0.0
143.0,2021.0,82500.0,82500.0,100.0
144.0,2021.0,100000.0,100000.0,100.0
145.0,2021.0,70000.0,82744.0,50.0
146.0,2021.0,53000.0,62649.0,50.0
147.0,2021.0,90000.0,90000.0,100.0
148.0,2021.0,153000.0,153000.0,100.0
152.0,2021.0,95000.0,75774.0,100.0
153.0,2021.0,13400.0,13400.0,100.0
154.0,2021.0,144000.0,144000.0,100.0
157.0,2021.0,423000.0,423000.0,50.0
158.0,2021.0,120000.0,120000.0,100.0
159.0,2021.0,125000.0,125000.0,100.0
160.0,2021.0,230000.0,230000.0,50.0
162.0,2021.0,24000.0,28369.0,50.0
163.0,2021.0,54000.0,63831.0,50.0
164.0,2021.0,110000.0,130026.0,50.0
166.0,2021.0,80000.0,80000.0,100.0
168.0,2021.0,55000.0,55000.0,50.0
169.0,2021.0,150000.0,150000.0,100.0
170.0,2021.0,170000.0,170000.0,100.0
171.0,2021.0,60000.0,82528.0,100.0
173.0,2021.0,235000.0,235000.0,100.0
174.0,2021.0,51400.0,60757.0,50.0
175.0,2021.0,174000.0,174000.0,100.0
176.0,2021.0,58000.0,2859.0,0.0
177.0,2021.0,30400000.0,40038.0,100.0
178.0,2021.0,81000.0,81000.0,50.0
179.0,2021.0,420000.0,5679.0,100.0
183.0,2021.0,45000.0,61896.0,50.0
184.0,2021.0,12000.0,12000.0,50.0
185.0,2021.0,4000.0,4000.0,100.0
186.0,2021.0,50000.0,50000.0,100.0
187.0,2021.0,59000.0,69741.0,100.0
188.0,2021.0,65000.0,76833.0,50.0
189.0,2021.0,74000.0,74000.0,50.0
191.0,2021.0,21844.0,21844.0,50.0
194.0,2021.0,120500.0,96113.0,50.0
197.0,2021.0,1799997.0,24342.0,100.0
203.0,2021.0,50000.0,50000.0,100.0
204.0,2021.0,160000.0,160000.0,100.0
205.0,2021.0,69600.0,12901.0,0.0
206.0,2021.0,200000.0,200000.0,100.0
208.0,2021.0,20000.0,20000.0,0.0
210.0,2021.0,21000.0,24823.0,50.0
213.0,2021.0,435000.0,5882.0,0.0
215.0,2021.0,185000.0,185000.0,100.0
216.0,2021.0,180000.0,28609.0,50.0
217.0,2021.0,76760.0,90734.0,50.0
219.0,2021.0,140000.0,140000.0,100.0
220.0,2021.0,180000.0,46597.0,100.0
221.0,2021.0,85000.0,116914.0,50.0
222.0,2021.0,2500000.0,33808.0,0.0
223.0,2021.0,40900.0,56256.0,50.0
225.0,2021.0,416000.0,416000.0,100.0
227.0,2021.0,75000.0,88654.0,50.0
228.0,2021.0,135000.0,135000.0,0.0
229.0,2021.0,90000.0,71786.0,100.0
230.0,2021.0,1200000.0,16228.0,100.0
231.0,2021.0,256000.0,256000.0,100.0
232.0,2021.0,200000.0,200000.0,100.0
233.0,2021.0,200000.0,200000.0,100.0
234.0,2021.0,180000.0,180000.0,100.0
236.0,2021.0,80000.0,63810.0,100.0
237.0,2021.0,39600.0,46809.0,100.0
241.0,2021.0,80000.0,80000.0,100.0
242.0,2021.0,110000.0,110000.0,100.0
246.0,2021.0,31000.0,36643.0,50.0
248.0,2021.0,70000.0,96282.0,50.0
249.0,2021.0,170000.0,170000.0,100.0
251.0,2021.0,90000.0,90000.0,100.0
252.0,2021.0,600000.0,600000.0,100.0
253.0,2021.0,2100000.0,28399.0,100.0
254.0,2021.0,93000.0,93000.0,100.0
255.0,2021.0,125000.0,99703.0,50.0
256.0,2021.0,200000.0,200000.0,100.0
257.0,2021.0,147000.0,173762.0,100.0
258.0,2021.0,185000.0,185000.0,50.0
259.0,2021.0,120000.0,141846.0,0.0
261.0,2021.0,54000.0,63831.0,50.0
262.0,2021.0,1250000.0,16904.0,100.0
263.0,2021.0,4900000.0,66265.0,0.0
267.0,2021.0,111775.0,111775.0,0.0
268.0,2021.0,250000.0,28016.0,100.0
270.0,2021.0,72500.0,72500.0,100.0
271.0,2021.0,102000.0,18907.0,0.0
273.0,2021.0,85000.0,85000.0,100.0
274.0,2021.0,65720.0,77684.0,50.0
276.0,2021.0,58000.0,58000.0,50.0
277.0,2021.0,55000.0,55000.0,100.0
279.0,2021.0,50000.0,59102.0,100.0
280.0,2021.0,112000.0,112000.0,100.0
281.0,2021.0,100000.0,100000.0,0.0
282.0,2021.0,59000.0,69741.0,100.0
283.0,2021.0,105000.0,105000.0,100.0
286.0,2021.0,87000.0,102839.0,100.0
289.0,2022.0,135000.0,135000.0,100.0
291.0,2022.0,120600.0,120600.0,100.0
292.0,2022.0,130000.0,130000.0,0.0
293.0,2022.0,90000.0,90000.0,0.0
295.0,2022.0,150000.0,150000.0,100.0
296.0,2022.0,102100.0,102100.0,100.0
299.0,2022.0,99360.0,99360.0,100.0
301.0,2022.0,80000.0,104702.0,0.0
302.0,2022.0,146000.0,146000.0,100.0
303.0,2022.0,123000.0,123000.0,100.0
304.0,2022.0,40000.0,52351.0,100.0
305.0,2022.0,99000.0,99000.0,0.0
306.0,2022.0,116000.0,116000.0,0.0
307.0,2022.0,106260.0,106260.0,0.0
308.0,2022.0,126500.0,126500.0,0.0
309.0,2022.0,242000.0,242000.0,100.0
310.0,2022.0,200000.0,200000.0,100.0
311.0,2022.0,50000.0,65438.0,0.0
312.0,2022.0,30000.0,39263.0,0.0
313.0,2022.0,60000.0,78526.0,0.0
314.0,2022.0,40000.0,52351.0,0.0
315.0,2022.0,165220.0,165220.0,100.0
316.0,2022.0,35000.0,45807.0,100.0
319.0,2022.0,181940.0,181940.0,0.0
320.0,2022.0,132320.0,132320.0,0.0
321.0,2022.0,220110.0,220110.0,0.0
323.0,2022.0,180000.0,180000.0,0.0
324.0,2022.0,120000.0,120000.0,0.0
325.0,2022.0,124190.0,124190.0,100.0
327.0,2022.0,110000.0,110000.0,100.0
328.0,2022.0,170000.0,170000.0,100.0
329.0,2022.0,115500.0,115500.0,100.0
331.0,2022.0,90320.0,90320.0,100.0
332.0,2022.0,112900.0,112900.0,100.0
333.0,2022.0,90320.0,90320.0,100.0
334.0,2022.0,165400.0,165400.0,100.0
335.0,2022.0,132320.0,132320.0,100.0
336.0,2022.0,167000.0,167000.0,100.0
337.0,2022.0,243900.0,243900.0,100.0
338.0,2022.0,136600.0,136600.0,100.0
340.0,2022.0,128875.0,128875.0,100.0
342.0,2022.0,224000.0,224000.0,100.0
343.0,2022.0,167875.0,167875.0,100.0
345.0,2022.0,156600.0,156600.0,100.0
347.0,2022.0,95550.0,95550.0,0.0
349.0,2022.0,135000.0,135000.0,100.0
350.0,2022.0,161342.0,161342.0,100.0
351.0,2022.0,137141.0,137141.0,100.0
352.0,2022.0,167000.0,167000.0,100.0
353.0,2022.0,123000.0,123000.0,100.0
354.0,2022.0,60000.0,78526.0,0.0
358.0,2022.0,192400.0,192400.0,100.0
359.0,2022.0,90700.0,90700.0,100.0
360.0,2022.0,130000.0,130000.0,100.0
361.0,2022.0,61300.0,61300.0,100.0
362.0,2022.0,130000.0,130000.0,100.0
363.0,2022.0,61300.0,61300.0,100.0
364.0,2022.0,160000.0,160000.0,0.0
365.0,2022.0,138600.0,138600.0,100.0
367.0,2022.0,58000.0,58000.0,0.0
369.0,2022.0,170000.0,170000.0,100.0
370.0,2022.0,123000.0,123000.0,100.0
373.0,2022.0,50000.0,54957.0,0.0
378.0,2022.0,208775.0,208775.0,100.0
379.0,2022.0,147800.0,147800.0,100.0
380.0,2022.0,136994.0,136994.0,100.0
383.0,2022.0,93700.0,93700.0,100.0
384.0,2022.0,6000000.0,79039.0,50.0
386.0,2022.0,28500.0,37300.0,100.0
387.0,2022.0,164000.0,164000.0,0.0
391.0,2022.0,120000.0,120000.0,0.0
392.0,2022.0,112900.0,112900.0,100.0
393.0,2022.0,90320.0,90320.0,100.0
395.0,2022.0,105400.0,105400.0,100.0
397.0,2022.0,90000.0,117789.0,0.0
399.0,2022.0,158200.0,158200.0,100.0
401.0,2022.0,154600.0,154600.0,100.0
403.0,2022.0,81666.0,81666.0,0.0
404.0,2022.0,175000.0,175000.0,100.0
405.0,2022.0,75000.0,98158.0,0.0
406.0,2022.0,58000.0,58000.0,0.0
407.0,2022.0,183600.0,183600.0,100.0
408.0,2022.0,40000.0,52351.0,100.0
409.0,2022.0,180000.0,180000.0,100.0
410.0,2022.0,55000.0,71982.0,0.0
413.0,2022.0,45000.0,49461.0,100.0
415.0,2022.0,45000.0,58894.0,100.0
416.0,2022.0,260000.0,260000.0,100.0
418.0,2022.0,63900.0,63900.0,0.0
419.0,2022.0,160000.0,160000.0,100.0
422.0,2022.0,159000.0,159000.0,100.0
423.0,2022.0,180000.0,180000.0,0.0
424.0,2022.0,80000.0,80000.0,0.0
426.0,2022.0,100800.0,100800.0,100.0
427.0,2022.0,45000.0,49461.0,100.0
428.0,2022.0,140400.0,140400.0,0.0
431.0,2022.0,30000.0,32974.0,100.0
432.0,2022.0,80000.0,87932.0,100.0
433.0,2022.0,70000.0,76940.0,100.0
434.0,2022.0,80000.0,104702.0,100.0
435.0,2022.0,70000.0,91614.0,100.0
437.0,2022.0,80000.0,87932.0,100.0
438.0,2022.0,189650.0,189650.0,0.0
439.0,2022.0,164996.0,164996.0,0.0
440.0,2022.0,40000.0,43966.0,100.0
441.0,2022.0,30000.0,32974.0,100.0
444.0,2022.0,215300.0,215300.0,0.0
446.0,2022.0,209100.0,209100.0,100.0
449.0,2022.0,20000.0,21983.0,100.0
450.0,2022.0,80000.0,80000.0,100.0
451.0,2022.0,100000.0,78791.0,100.0
453.0,2022.0,120000.0,120000.0,100.0
454.0,2022.0,125000.0,125000.0,0.0
455.0,2022.0,240000.0,37236.0,50.0
456.0,2022.0,105000.0,105000.0,100.0
458.0,2022.0,1400000.0,18442.0,100.0
462.0,2022.0,50000.0,54957.0,50.0
471.0,2022.0,50000.0,50000.0,100.0
474.0,2022.0,140000.0,183228.0,0.0
475.0,2022.0,70000.0,91614.0,0.0
477.0,2022.0,220000.0,220000.0,100.0
480.0,2022.0,120000.0,120000.0,100.0
481.0,2022.0,65000.0,65000.0,100.0
482.0,2022.0,324000.0,324000.0,100.0
484.0,2022.0,210000.0,210000.0,100.0
485.0,2022.0,120000.0,120000.0,100.0
489.0,2022.0,29000.0,31875.0,100.0
490.0,2022.0,200000.0,200000.0,100.0
491.0,2022.0,75000.0,75000.0,100.0
492.0,2022.0,150000.0,35590.0,100.0
494.0,2022.0,100000.0,100000.0,100.0
495.0,2022.0,153000.0,153000.0,50.0
498.0,2022.0,85000.0,93427.0,50.0
499.0,2022.0,66500.0,52396.0,100.0
500.0,2022.0,57000.0,62651.0,100.0
501.0,2022.0,30000.0,32974.0,100.0
502.0,2022.0,40000.0,40000.0,100.0
503.0,2022.0,121000.0,87425.0,100.0
505.0,2022.0,120000.0,86703.0,50.0
507.0,2022.0,59000.0,64849.0,0.0
508.0,2022.0,120000.0,120000.0,100.0
509.0,2022.0,157000.0,157000.0,100.0
511.0,2022.0,90000.0,70912.0,50.0
512.0,2022.0,65000.0,65000.0,100.0
514.0,2022.0,20000.0,20000.0,0.0
515.0,2022.0,48000.0,48000.0,100.0
516.0,2022.0,152500.0,152500.0,100.0
517.0,2022.0,62000.0,68147.0,100.0
518.0,2022.0,115000.0,122346.0,0.0
519.0,2022.0,380000.0,380000.0,100.0
520.0,2022.0,88000.0,69336.0,100.0
521.0,2022.0,10000.0,10000.0,100.0
522.0,2022.0,20000.0,20000.0,100.0
523.0,2022.0,405000.0,405000.0,100.0
524.0,2022.0,135000.0,135000.0,100.0
525.0,2022.0,177000.0,177000.0,100.0
526.0,2022.0,78000.0,78000.0,100.0
528.0,2022.0,100000.0,100000.0,100.0
529.0,2022.0,90320.0,90320.0,100.0
530.0,2022.0,85000.0,85000.0,0.0
532.0,2022.0,214000.0,214000.0,100.0
533.0,2022.0,192600.0,192600.0,100.0
534.0,2022.0,266400.0,266400.0,100.0
535.0,2022.0,213120.0,213120.0,100.0
536.0,2022.0,112900.0,112900.0,100.0
537.0,2022.0,155000.0,155000.0,100.0
538.0,2022.0,141300.0,141300.0,0.0
539.0,2022.0,102100.0,102100.0,0.0
540.0,2022.0,115934.0,115934.0,100.0
541.0,2022.0,81666.0,81666.0,100.0
542.0,2022.0,206699.0,206699.0,0.0
543.0,2022.0,99100.0,99100.0,0.0
544.0,2022.0,130000.0,130000.0,100.0
545.0,2022.0,115000.0,115000.0,100.0
546.0,2022.0,110500.0,110500.0,100.0
547.0,2022.0,130000.0,130000.0,100.0
548.0,2022.0,99050.0,99050.0,100.0
549.0,2022.0,160000.0,160000.0,100.0
550.0,2022.0,205300.0,205300.0,0.0
551.0,2022.0,140400.0,140400.0,0.0
552.0,2022.0,176000.0,176000.0,100.0
554.0,2022.0,200100.0,200100.0,100.0
555.0,2022.0,160000.0,160000.0,100.0
556.0,2022.0,145000.0,145000.0,100.0
557.0,2022.0,70500.0,70500.0,0.0
558.0,2022.0,205300.0,205300.0,0.0
559.0,2022.0,140400.0,140400.0,0.0
561.0,2022.0,184700.0,184700.0,0.0
562.0,2022.0,175100.0,175100.0,100.0
563.0,2022.0,140250.0,140250.0,100.0
565.0,2022.0,54000.0,54000.0,0.0
566.0,2022.0,170000.0,170000.0,100.0
568.0,2022.0,80000.0,80000.0,100.0
569.0,2022.0,140000.0,140000.0,100.0
570.0,2022.0,210000.0,210000.0,100.0
572.0,2022.0,100000.0,100000.0,100.0
574.0,2022.0,210000.0,210000.0,100.0
575.0,2022.0,140000.0,140000.0,100.0
576.0,2022.0,210000.0,210000.0,100.0
577.0,2022.0,150075.0,150075.0,100.0
579.0,2022.0,25000.0,25000.0,100.0
580.0,2022.0,126500.0,126500.0,100.0
582.0,2022.0,220110.0,220110.0,100.0
584.0,2022.0,105000.0,105000.0,100.0
585.0,2022.0,110925.0,110925.0,100.0
586.0,2022.0,35000.0,45807.0,0.0
587.0,2022.0,140000.0,140000.0,100.0
588.0,2022.0,99000.0,99000.0,0.0
589.0,2022.0,60000.0,60000.0,100.0
592.0,2022.0,230000.0,230000.0,100.0
593.0,2022.0,150000.0,150000.0,100.0
594.0,2022.0,150260.0,150260.0,100.0
597.0,2022.0,170000.0,170000.0,100.0
598.0,2022.0,160000.0,160000.0,100.0
599.0,2022.0,130000.0,130000.0,100.0
601.0,2022.0,52000.0,52000.0,0.0
603.0,2022.0,126000.0,126000.0,100.0
604.0,2022.0,129000.0,129000.0,0.0
605.0,2022.0,150000.0,150000.0,100.0
606.0,2022.0,200000.0,200000.0,100.0
