Entity,Code,Year,Urban (%),GDP per capita (int.-$) ($),Population
Netherlands,NLD,1929,,5588.0,7780182.0
Netherlands,NLD,1930,,5560.0,7886829.0
Netherlands,NLD,1932,,5098.0,8118118.0
Netherlands,NLD,1933,,5069.0,8232096.0
Netherlands,NLD,1934,,4962.0,8335743.0
Netherlands,NLD,1936,,5465.0,8514709.0
Netherlands,NLD,1937,,5775.0,8598359.0
Netherlands,NLD,1938,,5634.0,8687009.0
Netherlands,NLD,1939,,6006.0,8780325.0
Netherlands,NLD,1940,,5283.0,8873974.0
Netherlands,NLD,1941,,5000.0,8960624.0
Netherlands,NLD,1942,,4573.0,9035276.0
Netherlands,NLD,1943,,4473.0,9104929.0
Netherlands,NLD,1945,,3073.0,9285228.0
Netherlands,NLD,1946,,5143.0,9436866.0
Netherlands,NLD,1947,,5877.0,9616165.0
Netherlands,NLD,1948,,6447.0,9793465.0
Netherlands,NLD,1949,,6965.0,9925789.0
Netherlands,NLD,1950,56.136,7162.0,10042000.0
Netherlands,NLD,1951,56.547,7397.0,10168000.0
Netherlands,NLD,1952,56.907,7669.0,10298000.0
Netherlands,NLD,1953,57.265,8308.0,10432000.0
Netherlands,NLD,1954,57.623,8709.0,10570000.0
Netherlands,NLD,1955,57.98,9298.0,10710000.0
Netherlands,NLD,1957,58.691,9787.0,10997000.0
Netherlands,NLD,1959,59.399,10382.0,11295000.0
Netherlands,NLD,1961,60.02,10673.0,11606000.0
Netherlands,NLD,1962,60.204,11470.0,11767000.0
Netherlands,NLD,1963,60.387,11658.0,11928000.0
Netherlands,NLD,1964,60.57,12886.0,12089000.0
Netherlands,NLD,1966,60.936,13641.0,12404000.0
Netherlands,NLD,1967,61.118,14436.0,12557000.0
Netherlands,NLD,1968,61.3,15353.0,12707000.0
Netherlands,NLD,1971,61.913,18347.0,13148000.0
Netherlands,NLD,1972,62.232,18992.0,13292000.0
Netherlands,NLD,1973,62.55,20086.0,13431000.0
Netherlands,NLD,1974,62.867,21904.0,13562000.0
Netherlands,NLD,1975,63.183,21375.0,13683000.0
Netherlands,NLD,1976,63.498,22229.0,13793000.0
Netherlands,NLD,1978,64.123,22516.0,13984000.0
Netherlands,NLD,1979,64.435,23318.0,14069000.0
Netherlands,NLD,1981,65.104,23143.0,14224000.0
Netherlands,NLD,1982,65.511,22116.0,14295000.0
Netherlands,NLD,1983,65.916,21920.0,14365000.0
Netherlands,NLD,1984,66.319,22262.0,14438000.0
Netherlands,NLD,1985,66.719,22315.0,14514000.0
Netherlands,NLD,1986,67.117,22824.0,14596000.0
Netherlands,NLD,1987,67.513,22614.0,14683000.0
Netherlands,NLD,1988,67.906,23273.0,14774000.0
Netherlands,NLD,1989,68.296,24249.0,14869000.0
Netherlands,NLD,1990,68.684,25173.0,14965000.0
Netherlands,NLD,1991,69.329,25816.0,15065000.0
Netherlands,NLD,1992,70.223,26466.0,15166000.0
Netherlands,NLD,1993,71.1,26968.0,15268000.0
Netherlands,NLD,1994,71.962,27867.0,15369000.0
Netherlands,NLD,1995,72.809,28915.0,15468000.0
Netherlands,NLD,1996,73.64,29657.0,15563000.0
Netherlands,NLD,1997,74.453,32099.0,15655000.0
Netherlands,NLD,1998,75.25,33873.0,15746000.0
Netherlands,NLD,1999,76.03,36238.0,15836000.0
Netherlands,NLD,2000,76.795,39923.0,15926000.0
Netherlands,NLD,2001,77.83,40005.0,16018000.0
Netherlands,NLD,2003,80.341,39325.0,16201000.0
Netherlands,NLD,2004,81.514,39959.0,16287000.0
Netherlands,NLD,2005,82.63,42550.0,16367000.0
Netherlands,NLD,2006,83.636,44600.0,16440000.0
Netherlands,NLD,2007,84.539,47515.0,16507000.0
Netherlands,NLD,2008,85.402,47481.0,16568000.0
Netherlands,NLD,2009,86.288,45285.0,16626000.0
Netherlands,NLD,2010,87.134,44394.0,16683000.0
Netherlands,NLD,2012,88.588,45412.0,16792000.0
New Zealand,NZL,1800,,,100000.0
New Zealand,NZL,1801,,,100000.0
New Zealand,NZL,1802,,,100000.0
New Zealand,NZL,1804,,,100000.0
New Zealand,NZL,1805,,,100000.0
New Zealand,NZL,1806,,,100000.0
New Zealand,NZL,1807,,,100000.0
New Zealand,NZL,1808,,,100000.0
New Zealand,NZL,1809,,,100000.0
New Zealand,NZL,1811,,,100000.0
New Zealand,NZL,1812,,,100000.0
New Zealand,NZL,1813,,,100000.0
New Zealand,NZL,1814,,,100000.0
New Zealand,NZL,1815,,,100000.0
New Zealand,NZL,1816,,,100000.0
New Zealand,NZL,1817,,,100000.0
New Zealand,NZL,1818,,,100000.0
New Zealand,NZL,1819,,,100000.0
New Zealand,NZL,1820,,,100000.0
New Zealand,NZL,1821,,,99833.0
New Zealand,NZL,1822,,,99505.0
New Zealand,NZL,1823,,,99022.0
New Zealand,NZL,1824,,,98389.0
New Zealand,NZL,1826,,,96694.0
New Zealand,NZL,1827,,,95642.0
New Zealand,NZL,1828,,,94459.0
New Zealand,NZL,1829,,,93152.0
New Zealand,NZL,1830,,,91723.0
New Zealand,NZL,1831,,,90380.0
New Zealand,NZL,1832,,,89123.0
New Zealand,NZL,1833,,,87955.0
New Zealand,NZL,1834,,,86879.0
New Zealand,NZL,1835,,,85897.0
New Zealand,NZL,1836,,,85011.0
New Zealand,NZL,1838,,,83537.0
New Zealand,NZL,1840,,,82479.0
New Zealand,NZL,1841,,,82170.0
New Zealand,NZL,1842,,,82201.0
New Zealand,NZL,1843,,,82575.0
New Zealand,NZL,1844,,,83292.0
New Zealand,NZL,1845,,,84353.0
New Zealand,NZL,1846,,,85762.0
New Zealand,NZL,1847,,,87521.0
New Zealand,NZL,1848,,,89633.0
New Zealand,NZL,1849,,,92103.0
New Zealand,NZL,1850,,1582.0,94934.0
New Zealand,NZL,1851,,,98403.0
New Zealand,NZL,1852,,,102346.0
New Zealand,NZL,1853,,,106808.0
New Zealand,NZL,1854,,,111837.0
New Zealand,NZL,1855,,,117483.0
New Zealand,NZL,1856,,,123802.0
New Zealand,NZL,1857,,,130857.0
New Zealand,NZL,1858,,,138712.0
New Zealand,NZL,1859,,,147438.0
New Zealand,NZL,1860,,3058.0,157114.0
New Zealand,NZL,1861,,,167398.0
New Zealand,NZL,1862,,,178181.0
New Zealand,NZL,1865,,,216505.0
New Zealand,NZL,1866,,,231978.0
New Zealand,NZL,1868,,,264640.0
New Zealand,NZL,1869,,,282338.0
New Zealand,NZL,1870,,4285.0,301045.0
New Zealand,NZL,1871,,4361.0,320421.0
New Zealand,NZL,1872,,4870.0,340041.0
New Zealand,NZL,1873,,5296.0,358891.0
New Zealand,NZL,1874,,5313.0,379564.0
New Zealand,NZL,1875,,5098.0,400716.0
New Zealand,NZL,1876,,5009.0,421861.0
New Zealand,NZL,1877,,5505.0,443376.0
New Zealand,NZL,1878,,5904.0,464375.0
New Zealand,NZL,1879,,4934.0,484897.0
New Zealand,NZL,1880,,5179.0,505065.0
New Zealand,NZL,1881,,5204.0,528746.0
New Zealand,NZL,1883,,4831.0,565263.0
New Zealand,NZL,1884,,5118.0,584239.0
New Zealand,NZL,1885,,4959.0,600153.0
New Zealand,NZL,1886,,4979.0,614914.0
New Zealand,NZL,1887,,4982.0,630465.0
New Zealand,NZL,1888,,4913.0,644093.0
New Zealand,NZL,1889,,5117.0,657539.0
New Zealand,NZL,1890,,5192.0,669985.0
New Zealand,NZL,1891,,5158.0,682158.0
New Zealand,NZL,1892,,5254.0,694695.0
New Zealand,NZL,1893,,5237.0,707322.0
New Zealand,NZL,1894,,4948.0,720494.0
New Zealand,NZL,1895,,5034.0,734212.0
New Zealand,NZL,1896,,5513.0,748656.0
New Zealand,NZL,1897,,5460.0,764100.0
New Zealand,NZL,1899,,5586.0,797622.0
New Zealand,NZL,1900,,5942.0,815519.0
New Zealand,NZL,1901,,5839.0,834687.0
New Zealand,NZL,1902,,6136.0,852230.0
New Zealand,NZL,1903,,6535.0,873327.0
New Zealand,NZL,1904,,6318.0,895756.0
New Zealand,NZL,1905,,6705.0,919851.0
New Zealand,NZL,1906,,7130.0,944389.0
New Zealand,NZL,1907,,7381.0,970394.0
New Zealand,NZL,1908,,6684.0,995576.0
New Zealand,NZL,1909,,6595.0,1019758.0
New Zealand,NZL,1910,,7349.0,1044340.0
New Zealand,NZL,1911,,7595.0,1067522.0
New Zealand,NZL,1912,,7201.0,1093169.0
New Zealand,NZL,1914,,7174.0,1138465.0
New Zealand,NZL,1915,,7152.0,1149451.0
New Zealand,NZL,1916,,7078.0,1152441.0
New Zealand,NZL,1918,,6789.0,1167095.0
New Zealand,NZL,1919,,7303.0,1196747.0
New Zealand,NZL,1920,,7799.0,1236395.0
New Zealand,NZL,1921,,7089.0,1272710.0
New Zealand,NZL,1922,,6692.0,1301030.0
New Zealand,NZL,1923,,7112.0,1326017.0
New Zealand,NZL,1924,,7110.0,1352005.0
New Zealand,NZL,1925,,7315.0,1380657.0
New Zealand,NZL,1927,,6473.0,1433631.0
New Zealand,NZL,1928,,7107.0,1453288.0
New Zealand,NZL,1929,,7275.0,1471946.0
New Zealand,NZL,1930,,6856.0,1491936.0
New Zealand,NZL,1931,,6185.0,1510594.0
New Zealand,NZL,1933,,6324.0,1538913.0
New Zealand,NZL,1934,,6588.0,1550574.0
New Zealand,NZL,1935,,6852.0,1561569.0
New Zealand,NZL,1936,,8068.0,1573230.0
New Zealand,NZL,1937,,8428.0,1587223.0
New Zealand,NZL,1939,,8921.0,1621539.0
New Zealand,NZL,1940,,8701.0,1629869.0
New Zealand,NZL,1942,,9336.0,1632867.0
New Zealand,NZL,1943,,9565.0,1641196.0
New Zealand,NZL,1944,,9481.0,1657522.0
New Zealand,NZL,1945,,9563.0,1699501.0
New Zealand,NZL,1946,,9884.0,1747144.0
New Zealand,NZL,1947,,10828.0,1795454.0
New Zealand,NZL,1948,,9561.0,1832769.0
New Zealand,NZL,1949,,10377.0,1869751.0
New Zealand,NZL,1950,72.523,11666.0,1908000.0
New Zealand,NZL,1951,72.746,9878.0,1948000.0
New Zealand,NZL,1952,72.968,10617.0,1993000.0
New Zealand,NZL,1953,73.189,10854.0,2040000.0
New Zealand,NZL,1954,73.408,11895.0,2088000.0
New Zealand,NZL,1955,73.627,11791.0,2136000.0
New Zealand,NZL,1956,73.91,12232.0,2183000.0
New Zealand,NZL,1957,74.442,12193.0,2230000.0
New Zealand,NZL,1958,74.968,12808.0,2276000.0
New Zealand,NZL,1959,75.487,13515.0,2323000.0
New Zealand,NZL,1960,75.998,12677.0,2373000.0
New Zealand,NZL,1961,76.525,13170.0,2424000.0
New Zealand,NZL,1962,77.133,13354.0,2477000.0
New Zealand,NZL,1963,77.73,13912.0,2530000.0
New Zealand,NZL,1964,78.317,14205.0,2581000.0
New Zealand,NZL,1965,78.891,14774.0,2627000.0
New Zealand,NZL,1967,79.852,14796.0,2703000.0
New Zealand,NZL,1968,80.277,14669.0,2737000.0
New Zealand,NZL,1969,80.695,16117.0,2774000.0
New Zealand,NZL,1970,81.106,15424.0,2818000.0
New Zealand,NZL,1971,81.491,15838.0,2871000.0
New Zealand,NZL,1972,81.819,16338.0,2930000.0
New Zealand,NZL,1973,82.141,17057.0,2989000.0
New Zealand,NZL,1974,82.46,17168.0,3042000.0
New Zealand,NZL,1975,82.774,16594.0,3083000.0
New Zealand,NZL,1976,83.028,17142.0,3109000.0
New Zealand,NZL,1977,83.128,16231.0,3122000.0
New Zealand,NZL,1978,83.229,15982.0,3129000.0
New Zealand,NZL,1979,83.328,15886.0,3135000.0
New Zealand,NZL,1980,83.428,15870.0,3147000.0
New Zealand,NZL,1981,83.511,16292.0,3165000.0
New Zealand,NZL,1982,83.552,16571.0,3189000.0
New Zealand,NZL,1984,83.633,17825.0,3243000.0
New Zealand,NZL,1985,83.673,17468.0,3268000.0
New Zealand,NZL,1987,84.025,18982.0,3311000.0
New Zealand,NZL,1988,84.268,19882.0,3333000.0
New Zealand,NZL,1989,84.506,20174.0,3361000.0
New Zealand,NZL,1991,84.95,19041.0,3446000.0
New Zealand,NZL,1992,85.103,19575.0,3503000.0
New Zealand,NZL,1994,85.404,21794.0,3623000.0
New Zealand,NZL,1995,85.553,22506.0,3675000.0
New Zealand,NZL,1996,85.7,22846.0,3717000.0
New Zealand,NZL,1997,85.781,23661.0,3752000.0
New Zealand,NZL,1999,85.941,25219.0,3818000.0
New Zealand,NZL,2000,86.021,25868.0,3859000.0
New Zealand,NZL,2001,86.1,26194.0,3908000.0
New Zealand,NZL,2002,86.161,26709.0,3963000.0
New Zealand,NZL,2003,86.221,26820.0,4022000.0
New Zealand,NZL,2004,86.281,26753.0,4080000.0
New Zealand,NZL,2005,86.341,26840.0,4135000.0
New Zealand,NZL,2006,86.4,27071.0,4186000.0
New Zealand,NZL,2007,86.34,29007.0,4233000.0
New Zealand,NZL,2008,86.28,29132.0,4278000.0
New Zealand,NZL,2009,86.22,29852.0,4323000.0
New Zealand,NZL,2010,86.16,30904.0,4370000.0
New Zealand,NZL,2011,86.1,32057.0,4419000.0
New Zealand,NZL,2012,86.161,31720.0,4468000.0
Nicaragua,NIC,1800,,,219387.0
Nicaragua,NIC,1801,,,219387.0
Nicaragua,NIC,1803,,,219387.0
Nicaragua,NIC,1804,,,219387.0
Nicaragua,NIC,1805,,,219387.0
Nicaragua,NIC,1806,,,219387.0
Nicaragua,NIC,1807,,,219387.0
Nicaragua,NIC,1808,,,219387.0
Nicaragua,NIC,1809,,,219387.0
Nicaragua,NIC,1810,,,219387.0
Nicaragua,NIC,1811,,,219555.0
Nicaragua,NIC,1812,,,219893.0
Nicaragua,NIC,1813,,,220405.0
Nicaragua,NIC,1814,,,221092.0
Nicaragua,NIC,1815,,,221959.0
Nicaragua,NIC,1817,,,224239.0
Nicaragua,NIC,1818,,,225660.0
Nicaragua,NIC,1819,,,227271.0
Nicaragua,NIC,1820,,,229075.0
Nicaragua,NIC,1821,,,231077.0
Nicaragua,NIC,1822,,,233278.0
Nicaragua,NIC,1823,,,235683.0
Nicaragua,NIC,1824,,,238294.0
Nicaragua,NIC,1825,,,241114.0
Nicaragua,NIC,1826,,,244148.0
Nicaragua,NIC,1827,,,247399.0
Nicaragua,NIC,1828,,,250869.0
Nicaragua,NIC,1829,,,254563.0
Nicaragua,NIC,1831,,,262636.0
Nicaragua,NIC,1832,,,266854.0
Nicaragua,NIC,1833,,,271140.0
Nicaragua,NIC,1834,,,275496.0
Nicaragua,NIC,1835,,,279921.0
Nicaragua,NIC,1836,,,284417.0
Nicaragua,NIC,1837,,,288985.0
Nicaragua,NIC,1838,,,293627.0
Nicaragua,NIC,1839,,,298343.0
Nicaragua,NIC,1842,,,312430.0
Nicaragua,NIC,1844,,,321324.0
Nicaragua,NIC,1845,,,325613.0
Nicaragua,NIC,1846,,,329793.0
Nicaragua,NIC,1848,,,337818.0
Nicaragua,NIC,1849,,,341656.0
Nicaragua,NIC,1850,,,345374.0
Nicaragua,NIC,1851,,,349028.0
Nicaragua,NIC,1852,,,352558.0
Nicaragua,NIC,1853,,,355960.0
Nicaragua,NIC,1854,,,359231.0
Nicaragua,NIC,1856,,,365365.0
Nicaragua,NIC,1857,,,368222.0
Nicaragua,NIC,1858,,,370935.0
Nicaragua,NIC,1859,,,373499.0
Nicaragua,NIC,1860,,,375911.0
Nicaragua,NIC,1861,,,378280.0
Nicaragua,NIC,1862,,,380776.0
Nicaragua,NIC,1863,,,383401.0
Nicaragua,NIC,1864,,,386157.0
Nicaragua,NIC,1865,,,389048.0
Nicaragua,NIC,1866,,,392074.0
Nicaragua,NIC,1867,,,395238.0
Nicaragua,NIC,1868,,,398542.0
Nicaragua,NIC,1869,,,401990.0
Nicaragua,NIC,1870,,,405582.0
Nicaragua,NIC,1871,,,409322.0
Nicaragua,NIC,1873,,,416572.0
Nicaragua,NIC,1874,,,420798.0
Nicaragua,NIC,1875,,,425194.0
Nicaragua,NIC,1876,,,429763.0
Nicaragua,NIC,1877,,,434103.0
Nicaragua,NIC,1878,,,439128.0
Nicaragua,NIC,1879,,,444349.0
Nicaragua,NIC,1880,,,449633.0
Nicaragua,NIC,1881,,,454815.0
Nicaragua,NIC,1882,,,460224.0
Nicaragua,NIC,1885,,,476686.0
Nicaragua,NIC,1886,,,482355.0
Nicaragua,NIC,1887,,,487958.0
Nicaragua,NIC,1888,,,493760.0
Nicaragua,NIC,1889,,,499632.0
Nicaragua,NIC,1890,,,505573.0
Nicaragua,NIC,1891,,,511585.0
Nicaragua,NIC,1892,,,517668.0
Nicaragua,NIC,1893,,,523823.0
Nicaragua,NIC,1894,,,530052.0
Nicaragua,NIC,1895,,,536355.0
Nicaragua,NIC,1896,,,542884.0
Nicaragua,NIC,1897,,,549632.0
Nicaragua,NIC,1898,,,556595.0
Nicaragua,NIC,1899,,,563873.0
Nicaragua,NIC,1900,,,571352.0
Nicaragua,NIC,1902,,,586596.0
Nicaragua,NIC,1903,,,594896.0
Nicaragua,NIC,1904,,,603533.0
Nicaragua,NIC,1905,,,612498.0
Nicaragua,NIC,1906,,,621599.0
Nicaragua,NIC,1907,,,630518.0
Nicaragua,NIC,1908,,,639916.0
Nicaragua,NIC,1909,,,649318.0
Nicaragua,NIC,1910,,,659199.0
Nicaragua,NIC,1911,,,669004.0
Nicaragua,NIC,1913,,,686717.0
Nicaragua,NIC,1914,,,696770.0
Nicaragua,NIC,1915,,,707224.0
Nicaragua,NIC,1916,,,720464.0
Nicaragua,NIC,1917,,,731323.0
Nicaragua,NIC,1918,,,742019.0
Nicaragua,NIC,1919,,,752755.0
Nicaragua,NIC,1920,,1360.0,759913.0
Nicaragua,NIC,1921,,1412.0,767469.0
Nicaragua,NIC,1922,,1273.0,771445.0
Nicaragua,NIC,1923,,1362.0,779398.0
Nicaragua,NIC,1924,,1421.0,783375.0
Nicaragua,NIC,1925,,1570.0,791328.0
Nicaragua,NIC,1926,,1344.0,795304.0
Nicaragua,NIC,1927,,1350.0,799281.0
Nicaragua,NIC,1928,,1710.0,803257.0
Nicaragua,NIC,1929,,1883.0,807234.0
Nicaragua,NIC,1930,,1522.0,815187.0
Nicaragua,NIC,1931,,1403.0,819163.0
Nicaragua,NIC,1932,,1263.0,827116.0
Nicaragua,NIC,1933,,1566.0,835069.0
Nicaragua,NIC,1934,,1402.0,850975.0
Nicaragua,NIC,1935,,1385.0,870858.0
Nicaragua,NIC,1936,,1073.0,894717.0
Nicaragua,NIC,1937,,1133.0,914600.0
Nicaragua,NIC,1938,,1157.0,938459.0
Nicaragua,NIC,1939,,1384.0,962318.0
Nicaragua,NIC,1940,,1476.0,986177.0
Nicaragua,NIC,1941,,1596.0,1006060.0
Nicaragua,NIC,1942,,1501.0,1025942.0
Nicaragua,NIC,1943,,1609.0,1049801.0
Nicaragua,NIC,1944,,1558.0,1073660.0
Nicaragua,NIC,1945,,1531.0,1101496.0
Nicaragua,NIC,1946,,1610.0,1133308.0
Nicaragua,NIC,1947,,1565.0,1165120.0
Nicaragua,NIC,1948,,1668.0,1196932.0
Nicaragua,NIC,1949,,1590.0,1243822.0
Nicaragua,NIC,1950,35.196,1738.0,1295000.0
Nicaragua,NIC,1951,35.625,1797.0,1332000.0
Nicaragua,NIC,1952,36.057,1985.0,1372000.0
Nicaragua,NIC,1953,36.489,2001.0,1415000.0
Nicaragua,NIC,1954,36.925,2038.0,1460000.0
Nicaragua,NIC,1955,37.363,2185.0,1508000.0
Nicaragua,NIC,1956,37.803,2095.0,1558000.0
Nicaragua,NIC,1957,38.244,2239.0,1610000.0
Nicaragua,NIC,1958,38.688,2209.0,1663000.0
Nicaragua,NIC,1959,39.133,2253.0,1717000.0
Nicaragua,NIC,1960,39.581,2118.0,1773000.0
Nicaragua,NIC,1961,40.03,2246.0,1830000.0
Nicaragua,NIC,1962,40.481,2443.0,1887000.0
Nicaragua,NIC,1963,41.005,2671.0,1946000.0
Nicaragua,NIC,1964,41.855,2897.0,2006000.0
Nicaragua,NIC,1965,42.707,3128.0,2068000.0
Nicaragua,NIC,1966,43.565,3061.0,2132000.0
Nicaragua,NIC,1967,44.427,3252.0,2197000.0
Nicaragua,NIC,1970,47.03,3381.0,2407000.0
Nicaragua,NIC,1971,47.785,3437.0,2481000.0
Nicaragua,NIC,1972,48.063,3333.0,2559000.0
Nicaragua,NIC,1974,48.62,4182.0,2721000.0
Nicaragua,NIC,1975,48.898,3791.0,2807000.0
Nicaragua,NIC,1976,49.177,4036.0,2895000.0
Nicaragua,NIC,1977,49.456,4562.0,2985000.0
Nicaragua,NIC,1978,49.734,3796.0,3078000.0
Nicaragua,NIC,1979,50.013,2375.0,3171000.0
Nicaragua,NIC,1980,50.292,3028.0,3266000.0
Nicaragua,NIC,1981,50.57,3091.0,3360000.0
Nicaragua,NIC,1982,50.849,2929.0,3455000.0
Nicaragua,NIC,1983,51.127,3083.0,3550000.0
Nicaragua,NIC,1984,51.406,3032.0,3643000.0
Nicaragua,NIC,1985,51.684,3093.0,3734000.0
Nicaragua,NIC,1986,51.963,2952.0,3823000.0
Nicaragua,NIC,1987,52.241,3049.0,3910000.0
Nicaragua,NIC,1988,52.519,2334.0,3996000.0
Nicaragua,NIC,1989,52.797,2151.0,4083000.0
Nicaragua,NIC,1990,53.075,2123.0,4173000.0
Nicaragua,NIC,1991,53.352,2156.0,4268000.0
Nicaragua,NIC,1992,53.63,2069.0,4365000.0
Nicaragua,NIC,1993,53.907,1987.0,4462000.0
Nicaragua,NIC,1994,54.183,2091.0,4559000.0
Nicaragua,NIC,1995,54.437,2215.0,4652000.0
Nicaragua,NIC,1996,54.587,2308.0,4742000.0
Nicaragua,NIC,1997,54.737,2394.0,4828000.0
Nicaragua,NIC,1998,54.886,2524.0,4911000.0
Nicaragua,NIC,1999,55.036,2661.0,4991000.0
Nicaragua,NIC,2000,55.185,2724.0,5069000.0
Nicaragua,NIC,2001,55.335,2792.0,5145000.0
Nicaragua,NIC,2002,55.484,2813.0,5219000.0
Nicaragua,NIC,2003,55.633,2906.0,5292000.0
Nicaragua,NIC,2005,55.935,3240.0,5439000.0
Nicaragua,NIC,2006,56.132,3332.0,5514000.0
Nicaragua,NIC,2007,56.328,3549.0,5590000.0
Nicaragua,NIC,2008,56.525,3704.0,5667000.0
Nicaragua,NIC,2009,56.721,3730.0,5746000.0
Nicaragua,NIC,2010,56.917,3914.0,5824000.0
Nicaragua,NIC,2011,57.113,4189.0,5903000.0
Nicaragua,NIC,2012,57.309,4221.0,5983000.0
Niger,NER,1800,,,1244861.0
Niger,NER,1801,,,1244861.0
Niger,NER,1803,,,1244861.0
Niger,NER,1804,,,1244861.0
Niger,NER,1805,,,1244861.0
Niger,NER,1808,,,1244861.0
Niger,NER,1809,,,1244861.0
Niger,NER,1810,,,1244861.0
Niger,NER,1812,,,1245798.0
Niger,NER,1813,,,1246738.0
Niger,NER,1814,,,1247995.0
Niger,NER,1815,,,1249570.0
Niger,NER,1816,,,1251465.0
Niger,NER,1817,,,1253682.0
Niger,NER,1819,,,1259087.0
Niger,NER,1820,,,1262280.0
Niger,NER,1823,,,1273834.0
Niger,NER,1824,,,1278350.0
Niger,NER,1825,,,1283203.0
Niger,NER,1826,,,1288392.0
Niger,NER,1827,,,1293920.0
Niger,NER,1828,,,1299789.0
Niger,NER,1829,,,1306001.0
Niger,NER,1830,,,1312557.0
Niger,NER,1831,,,1319460.0
Niger,NER,1832,,,1326398.0
Niger,NER,1833,,,1333373.0
Niger,NER,1834,,,1340385.0
Niger,NER,1835,,,1347434.0
Niger,NER,1836,,,1354520.0
Niger,NER,1837,,,1361643.0
Niger,NER,1838,,,1368803.0
Niger,NER,1839,,,1376001.0
Niger,NER,1840,,,1383237.0
Niger,NER,1841,,,1390511.0
Niger,NER,1842,,,1397823.0
Niger,NER,1844,,,1412563.0
Niger,NER,1845,,,1419992.0
Niger,NER,1846,,,1427459.0
Niger,NER,1847,,,1434966.0
Niger,NER,1848,,,1442512.0
Niger,NER,1849,,,1450097.0
Niger,NER,1850,,,1457723.0
Niger,NER,1851,,,1466076.0
Niger,NER,1852,,,1474476.0
Niger,NER,1853,,,1482924.0
Niger,NER,1854,,,1491421.0
Niger,NER,1855,,,1499965.0
Niger,NER,1856,,,1508559.0
Niger,NER,1857,,,1517201.0
Niger,NER,1858,,,1525892.0
Niger,NER,1859,,,1534633.0
Niger,NER,1861,,,1552264.0
Niger,NER,1862,,,1561155.0
Niger,NER,1863,,,1570096.0
Niger,NER,1864,,,1579089.0
Niger,NER,1865,,,1588132.0
Niger,NER,1866,,,1597227.0
Niger,NER,1867,,,1606374.0
Niger,NER,1868,,,1615572.0
Niger,NER,1869,,,1624823.0
Niger,NER,1870,,,1634127.0
Niger,NER,1871,,,1643483.0
Niger,NER,1872,,,1652893.0
Niger,NER,1873,,,1662204.0
Niger,NER,1874,,,1671720.0
Niger,NER,1875,,,1681290.0
Niger,NER,1877,,,1700454.0
Niger,NER,1878,,,1710188.0
Niger,NER,1879,,,1719977.0
Niger,NER,1880,,,1729822.0
Niger,NER,1882,,,1749551.0
Niger,NER,1883,,,1759564.0
Niger,NER,1884,,,1769520.0
Niger,NER,1885,,,1779647.0
Niger,NER,1886,,,1789831.0
Niger,NER,1887,,,1799974.0
Niger,NER,1888,,,1810273.0
Niger,NER,1889,,,1820631.0
Niger,NER,1890,,,1831048.0
Niger,NER,1891,,,1841524.0
Niger,NER,1892,,,1852060.0
Niger,NER,1894,,,1873311.0
Niger,NER,1895,,,1884028.0
Niger,NER,1896,,,1894805.0
Niger,NER,1897,,,1905644.0
Niger,NER,1898,,,1916544.0
Niger,NER,1899,,,1927506.0
Niger,NER,1900,,,1938530.0
Niger,NER,1901,,,1949617.0
Niger,NER,1902,,,1960677.0
Niger,NER,1903,,,1971890.0
Niger,NER,1904,,,1983167.0
Niger,NER,1905,,,1994507.0
Niger,NER,1906,,,2005912.0
Niger,NER,1907,,,2017253.0
Niger,NER,1908,,,2028787.0
Niger,NER,1911,,,2063746.0
Niger,NER,1912,,,2075545.0
Niger,NER,1913,,,2087410.0
Niger,NER,1914,,,2099343.0
Niger,NER,1915,,,2111344.0
Niger,NER,1916,,,2123412.0
Niger,NER,1917,,,2135550.0
Niger,NER,1918,,,2146454.0
Niger,NER,1919,,,2157742.0
Niger,NER,1920,,,2169089.0
Niger,NER,1921,,,2180495.0
Niger,NER,1923,,,2203489.0
Niger,NER,1924,,,2215076.0
Niger,NER,1925,,,2226725.0
Niger,NER,1926,,,2238434.0
Niger,NER,1928,,,2262039.0
Niger,NER,1929,,,2273934.0
Niger,NER,1930,,,2285892.0
Niger,NER,1931,,,2297913.0
Niger,NER,1934,,,2334356.0
Niger,NER,1935,,,2346632.0
Niger,NER,1936,,,2358972.0
Niger,NER,1937,,,2371377.0
Niger,NER,1938,,,2383847.0
Niger,NER,1939,,,2396383.0
Niger,NER,1940,,,2408985.0
Niger,NER,1941,,,2421653.0
Niger,NER,1942,,,2434388.0
Niger,NER,1943,,,2447190.0
Niger,NER,1944,,,2460059.0
Niger,NER,1945,,,2472995.0
Niger,NER,1946,,,2486000.0
Niger,NER,1947,,,2499073.0
Niger,NER,1948,,,2512215.0
Niger,NER,1949,,,2525426.0
Niger,NER,1950,4.857,1148.0,2560000.0
Niger,NER,1951,4.943,1167.0,2638000.0
Niger,NER,1952,5.032,1185.0,2717000.0
Niger,NER,1953,5.121,1203.0,2796000.0
Niger,NER,1954,5.213,1221.0,2875000.0
Niger,NER,1955,5.306,1240.0,2956000.0
Niger,NER,1956,5.4,1257.0,3037000.0
Niger,NER,1957,5.496,1275.0,3120000.0
Niger,NER,1959,5.693,1310.0,3296000.0
Niger,NER,1960,5.793,1361.0,3389000.0
Niger,NER,1961,5.896,1421.0,3486000.0
Niger,NER,1962,6.0,1562.0,3588000.0
Niger,NER,1963,6.259,1666.0,3694000.0
