Store,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment
1.0,86.65,2.664,3946.8,1009.784,27.504,1609.7179999999998,3620.264,211.6033633,7.787
1.0,85.22,2.619,4670.744,1117.7959999999998,68.828,2355.2920000000004,4352.396,211.5673056,7.787
1.0,81.21,2.577,7741.774,531.59,355.508,4617.608,3162.0440000000003,211.5312479,7.787
1.0,78.69,2.565,5808.447999999999,1191.426,587.78,3842.4559999999997,2694.916,211.4951902,7.787
1.0,82.11,2.582,6441.298,698.5780000000001,316.85600000000005,3596.1800000000003,3195.3660000000004,211.5224596,7.787
1.0,80.94,2.624,7741.774,531.59,355.508,4617.608,3162.0440000000003,211.5972246,7.787
1.0,71.89,2.603,8304.066,248.42399999999998,44.938,1731.852,4537.438,211.6719895,7.838
1.0,63.93,2.633,7603.4259999999995,240.67600000000002,97.58399999999999,2761.968,10638.106000000002,211.7467544,7.838
1.0,67.18,2.72,7085.522,41.396,59.29600000000001,1948.982,2489.728,211.8137436,7.838
1.0,69.86,2.725,7756.8,175.952,15.651999999999997,1650.0739999999998,4389.697999999999,211.8612937,7.838
1.0,69.64,2.716,5811.284000000001,121.76399999999998,37.024,1254.972,2886.2940000000003,211.9088438,7.838
1.0,58.74,2.689,6060.772,5485.45,26798.395999999997,1996.122,9744.382000000001,211.9563939,7.838
1.0,59.61,2.728,8017.873999999999,5713.777999999999,185.94199999999998,2488.3479999999995,12475.776000000002,212.003944,7.838
1.0,51.41,2.771,6022.582,927.0379999999999,818.0419999999999,1785.466,12169.184,211.8896737,7.838
1.0,64.52,2.735,8224.008,165.68800000000002,117.546,3340.504,11047.814000000002,211.7484333,7.838
1.0,49.27,2.708,4849.146000000001,53.63199999999999,1154.664,1422.4199999999998,12527.112000000001,211.607193,7.838
1.0,46.33,2.843,5914.726000000001,18541.917999999998,1008.336,2354.444,14528.274,211.4659526,7.838
1.0,49.84,2.869,4491.58,41.748000000000005,781.108,1552.3039999999999,11088.042000000001,211.4053124,7.838
1.0,52.33,2.886,4482.7080000000005,66.00399999999999,536.98,1203.262,8208.684,211.4051222,7.838
1.0,48.43,2.943,4849.146000000001,53.632000000000005,1154.664,1422.4199999999998,12527.112000000001,211.4049321,7.838
1.0,48.27,2.976,4849.146000000001,53.632000000000005,1154.664,1422.42,12527.112000000001,211.4047419,7.742
1.0,35.4,2.983,5967.0779999999995,21376.946000000004,126.152,2096.388,5555.58,211.4574109,7.742
1.0,44.04,3.016,6633.564,27721.9,462.61800000000005,2077.556,7512.395999999999,211.8272343,7.742
1.0,43.83,3.01,6633.564,27721.9,462.61800000000005,2077.5559999999996,7512.395999999999,212.1970577,7.742
1.0,42.27,2.989,8827.864,30573.512,165.42000000000002,3045.232,7554.889999999999,212.5668812,7.742
1.0,36.39,3.022,8827.864,30573.512,165.42000000000002,3045.2320000000004,7554.889999999999,212.9367046,7.742
1.0,57.36,3.045,5800.296,5587.686,26813.456,1613.1019999999999,4227.87,213.2478853,7.742
1.0,62.9,3.065,9901.658,243.07600000000002,115.24600000000001,4210.782,12007.280000000002,213.535609,7.742
1.0,59.58,3.288,6831.178,5626.164,11333.600000000002,1693.98,5107.697999999999,213.8233327,7.742
1.0,53.56,3.459,4306.397999999999,1470.5819999999999,15655.993999999997,584.462,3424.262,214.1110564,7.742
1.0,62.76,3.488,7519.332,456.918,88.744,2129.748,11887.222,214.3627114,7.742
1.0,69.97,3.473,7756.8,175.952,15.652000000000001,1650.0739999999998,4389.697999999999,214.5999389,7.742
1.0,59.17,3.524,5800.296,5587.686,26813.456,1613.1019999999999,4227.87,214.8371664,7.682
1.0,67.84,3.622,7085.522,41.396,59.29600000000001,1948.982,2489.728,215.0743939,7.682
1.0,71.27,3.743,7756.8,175.952,15.651999999999997,1650.0739999999998,4389.697999999999,215.2918561,7.682
1.0,72.99,3.807,6196.5199999999995,530.42,104.454,2433.638,4018.62,215.4599053,7.682
1.0,72.03,3.81,8304.066,248.42399999999998,44.938,1731.8519999999996,4537.438,215.6279544,7.682
1.0,64.61,3.906,6680.874000000001,213.766,84.3,1966.0759999999998,10616.146,215.7960035,7.682
1.0,75.64,3.899,6952.075999999999,464.93600000000004,725.274,2822.7079999999996,4045.3299999999995,215.9640526,7.682
1.0,67.63,3.907,7085.522,41.396,59.29600000000001,1948.982,2489.728,215.7339202,7.682
1.0,77.72,3.786,4553.415999999999,322.06000000000006,833.508,1253.966,3114.228,215.5037878,7.682
1.0,83.0,3.699,4139.714,771.97,127.15799999999999,2379.736,2975.9260000000004,215.2736553,7.682
1.0,83.13,3.648,4139.714,771.97,127.15799999999999,2379.736,2975.9260000000004,215.0435229,7.682
1.0,86.41,3.637,4515.55,1039.926,27.504,2321.966,4176.081999999999,214.9980596,7.682
1.0,83.58,3.594,4246.6,1179.836,63.492,2285.9260000000004,4040.8479999999995,215.0910982,7.682
1.0,85.55,3.524,4515.549999999999,1039.926,68.828,2321.966,4176.082,215.1841368,7.962
1.0,85.83,3.48,4515.549999999999,1039.926,68.828,2321.966,4176.082,215.2771754,7.962
1.0,88.54,3.575,5019.008,952.26,27.504,2248.77,4710.222,215.3611087,7.962
1.0,85.77,3.651,4515.549999999999,1039.926,68.828,2321.966,4176.082,215.4222784,7.962
1.0,86.83,3.682,3946.8,1009.784,27.504,1609.7179999999998,3620.264,215.4834482,7.962
1.0,91.65,3.684,11816.538,218.06600000000003,40.92,6859.238,5676.861999999999,215.544618,7.962
1.0,90.76,3.638,11218.807999999999,873.47,30.526,7356.005999999999,6476.663999999999,215.6057878,7.962
1.0,89.94,3.554,10225.151999999998,896.3380000000001,30.526000000000003,6536.302000000001,5649.842,215.6693107,7.962
1.0,87.96,3.523,5019.008,952.26,27.504,2248.77,4710.222,215.7332258,7.962
1.0,87.83,3.533,5019.008,952.26,27.504,2248.7699999999995,4710.222,215.7971409,7.962
1.0,76.0,3.546,6748.3,464.42599999999993,819.9440000000001,2767.4579999999996,4249.096,215.861056,7.962
1.0,79.94,3.526,7664.786,2159.8360000000002,897.644,6872.728,2855.96,216.0410526,7.962
1.0,75.8,3.467,6952.075999999999,464.936,725.274,2822.7079999999996,4045.3299999999995,216.3758246,7.962
1.0,79.69,3.355,7664.786,2159.8360000000002,897.644,6872.728,2855.96,216.7105965,7.962
1.0,69.31,3.285,5811.284000000001,121.76399999999998,37.024,1254.972,2886.2940000000003,217.0453684,7.866
1.0,71.74,3.274,9318.134000000002,248.42399999999998,18.740000000000002,2363.9,5009.404,217.3552733,7.866
1.0,63.71,3.353,7519.331999999999,456.91799999999995,88.744,2129.748,11887.222,217.5159762,7.866
1.0,66.57,3.372,8004.9619999999995,56.422000000000004,62.93400000000001,1611.62,3796.178,217.6766791,7.866
1.0,54.98,3.332,18884.438000000002,3965.976,15552.147999999997,10798.842,4803.094,217.837382,7.866
1.0,59.11,3.297,10382.9,6115.67,215.07,2406.62,6551.42,217.9980849,7.866
1.0,62.25,3.308,6074.12,254.39,51.98,427.39,5988.57,218.2205088,7.866
1.0,60.14,3.236,410.31,98.0,55805.51,8.0,554.92,218.4676211,7.866
1.0,48.91,3.172,5629.51,68.0,1398.11,2084.64,20475.32,218.7147333,7.866
1.0,43.93,3.158,4640.65,19.0,105.02,3639.42,14461.82,218.9618456,7.866
1.0,51.63,3.159,5011.32,67.0,347.37,225.79,4011.37,219.1794533,7.866
1.0,47.96,3.112,2725.36,40.48,634.7,24.9,2739.43,219.3577216,7.866
1.0,44.55,3.129,5762.1,46011.38,260.36,983.65,4735.78,219.5359898,7.866
1.0,49.01,3.157,6277.39,21813.16,143.1,1450.13,8483.0,219.7142581,7.348
1.0,48.53,3.261,5183.29,8025.87,42.24,453.08,3719.38,219.8925263,7.348
1.0,54.11,3.268,4139.87,2807.19,33.88,500.62,3400.21,219.9856893,7.348
1.0,54.26,3.29,1164.46,1082.74,44.0,11.0,1222.19,220.0788523,7.348
1.0,56.55,3.36,34577.06,3579.21,160.53,32403.87,5630.4,220.1720153,7.348
1.0,48.02,3.409,13925.06,6927.23,101.64,8471.88,6886.04,220.2651783,7.348
1.0,45.32,3.51,9873.33,11062.27,9.8,8409.31,3402.66,220.4257586,7.348
1.0,57.25,3.555,9349.61,7556.01,3.2,1219.92,8143.59,220.636902,7.348
1.0,60.96,3.63,15441.4,1569.0,10.8,25390.88,8067.61,220.8480454,7.348
1.0,58.76,3.669,10331.04,151.88,6.0,671.43,5509.84,221.0591887,7.348
1.0,64.74,3.734,4298.16,7.5,2.02,2724.65,2017.69,221.2118132,7.348
1.0,65.93,3.787,6118.56,9.48,4.97,426.72,3657.22,221.2864126,7.348
1.0,67.61,3.845,10309.58,0.5,10.25,1654.17,2642.78,221.3610119,7.348
1.0,70.43,3.891,10121.97,10802.666000000001,77.98,3750.59,4510.72,221.4356112,7.143
1.0,69.07,3.891,6186.19,3288.69,17.07,1822.55,1063.78,221.5102105,7.143
1.0,66.76,3.877,2230.8,612.02,19.75,275.13,5747.1,221.5640737,7.143
1.0,67.23,3.814,3221.25,13881.418,35.49,577.14,6222.25,221.6179368,7.143
1.0,75.55,3.749,21290.13,1624.15,69.89,4977.35,3261.04,221.6718,7.143
1.0,73.77,3.688,8351.4,1785.3319999999999,10.52,2443.14,3127.88,221.7256632,7.143
1.0,70.33,3.63,6154.14,237.89399999999995,45.11,1675.49,5508.18,221.742674,7.143
1.0,77.22,3.561,4039.39,47.008,745.19,1429.96,3631.13,221.744944,7.143
1.0,77.95,3.501,6086.21,12.0,370.51,148.75,3690.85,221.7472139,7.143
1.0,78.3,3.452,8813.81,116.8,64.55,2652.04,7161.91,221.7494839,7.143
1.0,79.35,3.393,5621.99,109.6,0.25,2420.28,3083.26,221.7626421,7.143
1.0,78.39,3.346,8624.56,171.25,3.05,2524.07,7063.68,221.8030211,7.143
1.0,84.88,3.286,3965.73,161.6,9.922,435.99,4212.97,221.8434,7.143
1.0,81.57,3.227,12218.76,94.4,192.83,4066.01,6149.04,221.8837789,6.908
1.0,77.12,3.256,7218.13,45.2,36.24,3909.38,2596.37,221.9241579,6.908
1.0,80.42,3.311,3213.0,313.72,9.53,2262.02,3228.19,221.9327267,6.908
1.0,82.66,3.407,7146.9,389.02,1.59,10267.54,4325.19,221.9412954,6.908
1.0,86.11,3.417,27584.78,119.98,30.23,12007.04,4661.71,221.9498642,6.908
1.0,85.05,3.494,11436.22,245.0,6.85,6964.26,4836.22,221.9584329,6.908
1.0,84.85,3.571,3662.06,137.86,4.84,2752.2,3446.15,222.0384109,6.908
1.0,77.66,3.62,6237.83,260.06,2.97,3463.03,7988.25,222.1719457,6.908
1.0,80.49,3.638,21442.73,102.32,21.7,13209.64,3032.96,222.3054805,6.908
1.0,83.96,3.73,5204.68,35.74,50.94,4120.32,2737.17,222.4390153,6.908
1.0,74.97,3.717,17212.52,7.0,18.79,1523.11,7992.72,222.5820193,6.908
1.0,69.87,3.721,6352.3,7.64,4.69,1010.06,6456.71,222.7818386,6.908
1.0,76.08,3.666,3666.27,7.64,1.65,1417.96,4744.28,222.9816579,6.908
1.0,68.55,3.617,8077.89,3366.309999999999,18.22,3617.43,3626.14,223.1814772,6.573
1.0,62.99,3.601,2086.18,5273.5419999999995,8.11,602.36,5926.45,223.3812965,6.573
1.0,67.97,3.594,950.33,5057.482,4.93,80.25,2312.85,223.4257233,6.573
1.0,69.16,3.506,2585.85,31.75,6.0,1057.16,1305.01,223.4442513,6.573
1.0,55.32,3.386,6766.44,5147.7,50.82,3639.9,2737.42,223.4627793,6.573
1.0,61.24,3.314,11421.32,3370.89,40.28,4646.79,6154.16,223.4813073,6.573
1.0,52.92,3.252,9696.28,292.1,103.78,1133.15,6612.69,223.5129105,6.573
1.0,56.23,3.211,883.59,4.17,74910.32,209.91,303.32,223.5619474,6.573
1.0,52.34,3.207,2460.03,1003.6499999999999,3838.35,150.57,6966.34,223.6109842,6.573
1.0,64.12,3.198,6343.16,4724.753999999999,270.0,2928.9,10147.9,223.6600211,6.573
1.0,48.89,3.168,3504.83,733.5640000000001,73.26,1636.8,2779.6,223.7192767,6.573
1.0,56.02,3.098,8231.71,5073.08,274.0,358.15,2834.02,223.8398455,6.573
1.0,44.79,3.108,12659.55,37101.13,174.78,74.46,1208.86,223.9604143,6.573
1.0,41.73,3.161,1214.08,25366.33,15.01,72.36,3940.02,224.080983,6.525
1.0,50.32,3.243,6520.24,16134.6,12.17,774.55,4001.25,224.2015518,6.525
1.0,42.92,3.237,3772.69,3559.46,3.88,246.62,1900.4,224.2358132,6.525
1.0,53.37,3.227,965.89,1097.91,0.1,225.36,1831.88,224.2355518,6.525
1.0,56.46,3.244,9290.91,1359.9,265.0,20657.82,972.61,224.2352903,6.525
1.0,56.67,3.417,32355.16,729.8,280.89,20426.61,4671.78,224.2350289,6.525
1.0,49.66,3.475,72937.29,6665.52,47.21,13014.67,6310.18,224.2760526,6.525
1.0,50.25,3.597,20107.75,3163.89,42.2,15657.3,5812.86,224.4202895,6.525
1.0,48.01,3.711,10610.74,261.46,2.8,25.54,2747.59,224.5645263,6.525
1.0,50.81,3.658,5000.58,290.46,78.77,606.15,3697.11,224.7087632,6.525
1.0,55.33,3.622,3808.13,127.01200000000001,15.65,2616.6,1909.17,224.8356808,6.525
1.0,63.42,3.611,12553.98,530.972,495.1,6787.75,2545.66,224.9193005,6.525
1.0,51.0,3.606,13067.46,25896.706,384.9,122.93,3903.8,225.0029202,6.525
1.0,58.59,3.583,12872.34,5687.86,485.97,478.04,5092.33,225.0865399,6.314
1.0,62.72,3.529,3672.43,932.58,52.86,949.07,2836.64,225.1701596,6.314
1.0,67.1,3.451,3530.36,3.95,107.5,458.76,2062.05,225.1701596,6.314
1.0,59.23,3.417,2387.72,889.7540000000001,98.34,516.28,1421.63,225.1701596,6.314
1.0,66.66,3.386,2298.63,2.0,129.9,55.46,1301.04,212.19830514,7.8256
1.0,63.9,3.392,4624.61,83.88,42.38,1618.31,8144.9,214.06855528,7.793200000000001
1.0,69.53,3.454,16170.5,92.0,8.32,4127.24,6206.97,213.93352042,7.862400000000001
1.0,77.19,3.494,7959.89,178.0,1621.47,3152.57,2938.7,214.53024978,7.8469999999999995
1.0,78.02,3.466,2369.77,142.45,475.35,45.55,2056.84,214.91405572,7.8050000000000015
1.0,76.44,3.439,3514.75,742.59,116.15,1015.44,5137.09,214.79450176,7.869
1.0,79.86,3.431,12592.32,527.48,402.88,7474.56,2484.44,213.24258375999997,7.865399999999999
1.0,81.35,3.479,8104.02,417.99,327.33,5182.25,3754.44,211.37966736000004,7.791200000000001
1.0,83.94,3.495,4205.98,796.7,6.84,3816.78,4812.74,213.64014017999997,7.7324
1.0,79.85,3.422,7649.99,3503.29,1766.77,9454.96,1079.89,213.24258375999997,7.865399999999999
1.0,83.12,3.4,6089.94,1362.42,209.62,2367.42,2651.05,213.54876122000002,7.724000000000001
1.0,79.26,3.556,3117.04,1060.39,199.05,1012.3,5381.72,214.2188975,7.9323999999999995
1.0,81.54,3.62,332.17,673.19,1.0,38.63,1245.2,211.44887372,7.787000000000001
2.0,40.19,2.572,6707.610000000001,27736.015999999996,118.994,2122.916,6225.472,210.7526053,8.324
2.0,38.49,2.548,6707.610000000001,27736.015999999996,118.994,2122.916,6225.472,210.8979935,8.324
2.0,39.69,2.514,6707.610000000001,27736.015999999996,118.994,2122.916,6225.472,210.9451605,8.324
2.0,46.1,2.561,5142.982000000001,54.282000000000004,968.2239999999999,1583.3220000000001,11978.126,210.9759573,8.324
2.0,47.17,2.625,4398.139999999999,46.694,716.46,1489.112,10903.359999999999,211.0067542,8.324
2.0,57.56,2.667,4927.982,5523.3820000000005,15635.815999999997,1556.2139999999997,2810.532,211.037551,8.324
2.0,54.52,2.72,2446.942,435.592,86.696,726.7160000000001,1095.4779999999998,210.8733316,8.324
2.0,51.26,2.732,2648.06,52.688,88.61600000000001,736.754,1654.166,210.6766095,8.324
2.0,63.27,2.719,9901.658,243.07600000000002,115.24600000000001,4210.782,12007.280000000002,210.4798874,8.2
2.0,65.41,2.77,8224.008,165.68800000000002,117.546,3340.504,11047.814000000002,210.2831653,8.2
2.0,68.07,2.808,5811.284000000001,121.76399999999998,37.024,1254.972,2886.2940000000003,210.1495463,8.2
2.0,65.11,2.795,8224.008,165.68800000000002,117.546,3340.504,11047.814000000002,210.1000648,8.2
2.0,66.98,2.78,7085.522,41.396,59.29600000000001,1948.982,2489.728,210.0505833,8.2
2.0,71.28,2.835,7756.8,175.952,15.652000000000001,1650.0739999999998,4389.698,210.0011018,8.2
2.0,73.31,2.854,6196.5199999999995,530.4200000000001,104.454,2433.638,4018.62,209.9984585,8.2
2.0,74.83,2.826,6198.454,517.408,435.712,2299.1059999999998,3908.0260000000003,210.2768443,8.2
2.0,81.13,2.759,5947.424000000001,347.764,309.412,3275.294,2781.236,210.5552301,8.2
2.0,81.81,2.705,5873.628,613.6740000000001,337.012,3413.2239999999997,2953.244,210.833616,8.2
2.0,83.4,2.668,2900.1159999999995,706.4680000000001,101.432,1439.23,2754.4459999999995,211.1120018,8.2
2.0,85.81,2.637,3946.8,1009.7839999999999,27.504,1609.7179999999998,3620.264,211.1096543,8.2
2.0,86.26,2.653,3946.8,1009.784,27.504,1609.7179999999998,3620.264,210.9950134,8.2
2.0,82.74,2.669,3277.988,764.85,156.61200000000002,1678.65,2635.804,210.8803726,8.099
2.0,82.59,2.642,4016.0440000000003,703.714,229.59,2400.552,2282.018,210.7657317,8.099
2.0,85.32,2.623,3946.8,1009.784,45.104,1609.7179999999998,3620.264,210.7577954,8.099
2.0,87.66,2.608,5019.008,952.26,26.436,2248.77,4710.222,210.8921319,8.099
2.0,83.49,2.64,2900.1159999999995,706.4680000000001,101.43199999999999,1439.23,2754.446,211.0264684,8.099
2.0,89.53,2.627,5019.008,952.26,26.436,2248.77,4710.222,211.1608049,8.099
2.0,89.05,2.692,5019.008,952.26,26.436,2248.77,4710.222,211.2951413,8.099
2.0,88.7,2.664,5019.008,952.26,26.436,2248.77,4710.222,211.2596586,8.099
2.0,87.12,2.619,5019.008,952.26,26.436,2248.77,4710.222,211.2241759,8.099
2.0,81.83,2.577,6454.0560000000005,489.6360000000001,364.092,3461.5439999999994,2943.788,211.1886931,8.099
2.0,79.09,2.565,4533.136,1199.9660000000001,557.662,3634.0060000000003,1909.614,211.1532104,8.099
2.0,82.05,2.582,6200.486,600.9460000000001,355.012,3504.2179999999994,3187.4440000000004,211.1806415,8.099
2.0,81.79,2.624,6454.0560000000005,489.6360000000001,364.092,3461.5439999999994,2943.788,211.2552578,8.099
2.0,69.24,2.603,7756.8,175.952,15.651999999999997,1650.0739999999998,4389.697999999999,211.3298742,8.163
2.0,63.19,2.633,9901.658,243.07600000000002,115.24600000000001,4210.782,12007.280000000002,211.4044906,8.163
2.0,65.8,2.72,8224.008,165.68800000000002,117.546,3340.504,11047.814000000002,211.4713286,8.163
2.0,68.5,2.725,5811.284000000001,121.76399999999998,37.024,1254.972,2886.2940000000003,211.5187208,8.163
2.0,66.24,2.716,8224.008,165.68800000000002,117.546,3340.504,11047.814000000002,211.5661131,8.163
2.0,57.85,2.689,4639.848,5481.928,26794.167999999998,1538.0899999999997,3040.636,211.6135053,8.163
2.0,59.69,2.728,9538.444,4327.679999999999,179.826,4173.536,12483.264000000001,211.6608975,8.163
2.0,50.81,2.771,3640.5800000000004,68.982,466.742,1544.466,7054.638000000001,211.5470304,8.163
2.0,62.98,2.735,9901.658,243.07600000000002,115.24600000000001,4210.782,12007.280000000002,211.4062867,8.163
2.0,49.33,2.708,3640.5799999999995,68.982,466.742,1544.466,7054.638000000001,211.265543,8.163
2.0,45.5,2.843,4945.210000000001,18545.47,709.606,1894.2779999999998,10775.426000000001,211.1247993,8.163
2.0,47.55,2.869,4479.68,59.278,727.938,1867.1379999999997,10587.246000000001,211.0645458,8.163
2.0,49.97,2.886,3640.5800000000004,68.982,466.742,1544.466,7054.638000000001,211.0646599,8.163
2.0,47.3,2.943,4398.139999999999,46.694,716.46,1489.112,10903.359999999999,211.064774,8.163
2.0,44.69,2.976,6707.610000000001,18536.775999999998,118.994,2122.916,6225.472,211.0648881,8.028
2.0,33.02,2.983,4195.652,216.9,256.59000000000003,1056.722,2517.9579999999996,211.1176713,8.028
2.0,41.4,3.016,6707.610000000001,27736.015999999996,118.994,2122.916,6225.472,211.4864691,8.028
2.0,42.83,3.01,6707.610000000001,27736.015999999996,118.994,2122.916,6225.472,211.8552668,8.028
2.0,38.25,2.989,8607.792,30573.512,118.49600000000001,3077.576,6791.315999999999,212.2240646,8.028
2.0,33.19,3.022,5750.874,7301.076000000001,319.828,1980.5700000000002,7148.394,212.5928624,8.028
2.0,57.83,3.045,5800.296,5587.686,26813.456,1613.1019999999999,4227.87,212.9033115,8.028
2.0,60.8,3.065,8078.67,4568.432,166.608,2888.394,12385.166000000001,213.190421,8.028
2.0,57.77,3.288,5800.296,5587.686,26813.456,1613.1019999999999,4227.87,213.4775305,8.028
2.0,52.7,3.459,5080.622,925.838,16028.672,1373.1380000000001,8392.006,213.7646401,8.028
2.0,62.32,3.488,9901.658,243.07600000000002,115.24600000000001,4210.782,12007.28,214.0156238,8.028
2.0,69.42,3.473,7756.8,175.952,15.651999999999997,1650.0739999999998,4389.697999999999,214.2521573,8.028
2.0,55.43,3.524,20277.981999999996,6649.742,15672.985999999999,11168.834,4750.366,214.4886908,7.931
2.0,67.0,3.622,7085.522,41.396,59.29600000000001,1948.982,2489.728,214.7252242,7.931
2.0,69.48,3.743,7756.8,175.952,15.651999999999997,1650.0739999999998,4389.697999999999,214.9420631,7.931
2.0,69.39,3.807,7756.8,175.952,15.651999999999997,1650.0739999999998,4389.697999999999,215.1096657,7.931
2.0,69.21,3.81,7756.8,175.952,15.651999999999997,1650.0739999999998,4389.697999999999,215.2772683,7.931
2.0,61.48,3.906,7156.1179999999995,4541.522000000001,153.324,2092.502,12363.206000000002,215.4448709,7.931
2.0,74.61,3.899,6198.454,517.4080000000001,435.712,2299.1059999999998,3908.0260000000003,215.6124735,7.931
2.0,67.14,3.907,7085.522,41.396,59.29600000000001,1948.982,2489.728,215.3834778,7.931
2.0,76.42,3.786,6952.075999999999,464.93600000000004,725.274,2822.7079999999996,4045.3299999999995,215.1544822,7.931
2.0,83.07,3.699,3277.988,764.8500000000001,156.612,1678.6500000000003,2635.804,214.9254865,7.931
2.0,83.4,3.648,2900.115999999999,706.4680000000001,101.43199999999999,1439.23,2754.446,214.6964908,7.931
2.0,86.53,3.637,3946.8,1009.784,27.504,1609.7179999999998,3620.264,214.6513538,7.931
2.0,85.17,3.594,3946.8000000000006,1009.784,45.104,1609.7179999999998,3620.264,214.7441108,7.931
2.0,85.69,3.524,3946.8,1009.7839999999999,27.504,1609.7179999999998,3620.264,214.8368678,7.852
2.0,87.7,3.48,5019.008,952.26,26.436,2248.77,4710.222,214.9296249,7.852
2.0,89.83,3.575,4983.064,882.3900000000001,22.696,2261.682,4605.522,215.0134426,7.852
2.0,89.34,3.651,5019.008,952.26,26.436,2248.77,4710.222,215.0749122,7.852
2.0,90.07,3.682,4983.064,882.3900000000001,28.140000000000004,2261.682,4605.521999999999,215.1363819,7.852
2.0,93.34,3.684,11816.538,218.06600000000003,24.59,6859.238,5676.862,215.1978515,7.852
2.0,91.58,3.638,9608.369999999999,433.334,40.92,6431.148,4891.269999999999,215.2593211,7.852
2.0,89.86,3.554,4983.064,882.3900000000001,28.140000000000004,2261.682,4605.522,215.3229307,7.852
2.0,90.45,3.523,10225.151999999998,896.3380000000001,30.526000000000003,6536.302000000001,5649.841999999999,215.386897,7.852
2.0,89.64,3.533,5019.008,952.26,28.140000000000004,2248.77,4710.222,215.4508632,7.852
2.0,77.97,3.546,3266.9099999999994,301.606,551.954,752.0220000000002,2390.236,215.5148295,7.852
2.0,78.85,3.526,4533.136,1199.9660000000001,557.662,3634.0060000000003,1909.614,215.6944378,7.852
2.0,75.58,3.467,6952.075999999999,464.93600000000004,725.274,2822.7079999999996,4045.3300000000004,216.0282356,7.852
2.0,78.14,3.355,2676.798,231.55599999999998,247.798,603.7340000000002,1748.5700000000002,216.3620333,7.852
2.0,69.92,3.285,7756.8,175.952,15.651999999999997,1650.0739999999998,4389.697999999999,216.6958311,7.441
2.0,71.67,3.274,8304.066,248.42399999999998,44.938,1731.852,4537.438,217.0048261,7.441
2.0,64.53,3.353,9062.466,408.84000000000003,121.99000000000001,3504.1760000000004,12318.89,217.1650042,7.441
2.0,65.87,3.372,8224.008,165.68800000000002,117.546,3340.504,11047.814000000002,217.3251824,7.441
